Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Masters Cup,2006-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Nadal R.,Robredo R.,Nadal R.,2,6,4270,2275,1.19,4.33,7-6 6-2    
Masters Cup,2006-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Ljubicic I.,Federer R.,Federer R.,4,1,2395,7620,7.0,1.08,6-7 4-6    
Masters Cup,2006-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Nadal R.,Davydenko N.,Nadal R.,2,3,4270,2735,1.5,2.5,5-7 6-4 6-4   
Masters Cup,2006-11-18,Masters Cup,Indoor,Hard,Semifinals,3,Nadal R.,Federer R.,Federer R.,2,1,4270,7620,5.5,1.14,4-6 5-7    
Masters Cup,2006-11-19,Masters Cup,Indoor,Hard,The Final,5,Federer R.,Blake J.,Federer R.,1,8,7620,2130,1.07,8.5,6-0 6-3 6-4   
Next Generation Adelaide International,2007-01-02,International,Outdoor,Hard,Round Robin,3,Hajek J.,Djokovic N.,Djokovic N.,76,16,509,1380,6.5,1.08,0-6 1-6    
Next Generation Adelaide International,2007-01-03,International,Outdoor,Hard,Round Robin,3,Djokovic N.,Jones A.,Djokovic N.,16,200,1380,194,1.08,6.5,6-1 6-2    
Next Generation Adelaide International,2007-01-05,International,Outdoor,Hard,Quarterfinals,3,Goldstein P.,Djokovic N.,Djokovic N.,70,16,526,1380,4.5,1.16,4-6 5-7    
Next Generation Adelaide International,2007-01-06,International,Outdoor,Hard,Semifinals,3,Djokovic N.,Johansson J.,Djokovic N.,16,193,1380,202,1.57,2.25,6-3 6-2    
Next Generation Adelaide International,2007-01-07,International,Outdoor,Hard,The Final,3,Guccione C.,Djokovic N.,Djokovic N.,153,16,287,1380,4.0,1.22,3-6 7-6 4-6   
Chennai Open,2007-01-02,International,Outdoor,Hard,1st Round,3,Nadal R.,Schuettler R.,Nadal R.,2,96,4470,435,1.22,3.75,6-4 6-2    
Chennai Open,2007-01-04,International,Outdoor,Hard,2nd Round,3,Rastogi K.,Nadal R.,Nadal R.,480,2,58,4470,12.0,1.02,4-6 1-6    
Chennai Open,2007-01-05,International,Outdoor,Hard,Quarterfinals,3,Nadal R.,Sanguinetti D.,Nadal R.,2,106,4470,409,1.03,10.0,6-3 6-2    
Chennai Open,2007-01-06,International,Outdoor,Hard,Semifinals,3,Nadal R.,Malisse X.,Malisse X.,2,37,4470,910,1.14,5.0,4-6 6-7    
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Phau B.,Federer R.,1,82,8120,483,1.0,17.0,7-5 6-0 6-4   
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Djokovic N.,Djokovic N.,43,15,825,1530,4.0,1.22,1-6 1-6 0-6   
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Kendrick R.,Nadal R.,2,90,4525,458,1.08,7.0,7-6 6-3 6-2   
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Djokovic N.,Djokovic N.,79,15,486,1530,5.0,1.14,2-6 5-7 1-6   
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Bjorkman J.,Federer R.,1,50,8120,743,1.0,17.0,6-2 6-3 6-2   
Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Nadal R.,Nadal R.,61,2,631,4525,7.5,1.07,5-7 3-6 6-4 2-6  
Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Udomchoke D.,Djokovic N.,15,102,1530,417,1.06,8.0,6-3 6-4 5-7 6-1  
Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Youzhny M.,Federer R.,Federer R.,25,1,1075,8120,12.0,1.02,3-6 3-6 6-7   
Australian Open,2007-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Wawrinka S.,Nadal R.,2,40,4525,885,1.14,5.0,6-2 6-2 6-2   
Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Federer R.,Federer R.,15,1,1530,8120,9.0,1.05,2-6 5-7 3-6   
Australian Open,2007-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Murray A.,Nadal R.,2,16,4525,1505,1.33,3.25,6-7 6-4 4-6 6-3 6-1 
Australian Open,2007-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Robredo T.,Federer R.,Federer R.,6,1,2455,8120,17.0,1.01,3-6 6-7 5-7   
Australian Open,2007-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Gonzalez F.,Nadal R.,Gonzalez F.,9,2,2015,4525,2.79,1.41,6-2 6-4 6-3   
Australian Open,2007-01-25,Grand Slam,Outdoor,Hard,Semifinals,5,Roddick A.,Federer R.,Federer R.,7,1,2415,8120,5.5,1.14,4-6 0-6 2-6   
Australian Open,2007-01-28,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Gonzalez F.,Federer R.,1,9,8120,2015,1.1,7.0,7-6 6-4 6-4   
Open 13,2007-02-12,International,Indoor,Hard,1st Round,3,Djokovic N.,Youzhny M.,Youzhny M.,14,22,1625,1180,1.5,2.5,4-6 6-4 6-7   
ABN AMRO World Tennis Tournament,2007-02-19,International Gold,Indoor,Hard,1st Round,3,Djokovic N.,Serra F.,Djokovic N.,14,67,1625,540,1.16,4.5,7-6 6-4    
ABN AMRO World Tennis Tournament,2007-02-21,International Gold,Indoor,Hard,2nd Round,3,Pavel A.,Djokovic N.,Djokovic N.,120,14,374,1625,4.5,1.16,7-6 1-6 3-6   
ABN AMRO World Tennis Tournament,2007-02-23,International Gold,Indoor,Hard,Quarterfinals,3,Djokovic N.,Robredo T.,Djokovic N.,14,7,1625,2555,1.61,2.2,4-6 6-4 7-5   
ABN AMRO World Tennis Tournament,2007-02-24,International Gold,Indoor,Hard,Semifinals,3,Djokovic N.,Youzhny M.,Youzhny M.,14,22,1625,1215,1.66,2.1,6-3 6-7 5-7   
Dubai Tennis Championships,2007-02-26,International Gold,Outdoor,Hard,1st Round,3,Federer R.,Pless K.,Federer R.,1,86,8120,480,1.0,17.0,7-6 3-6 6-3   
Dubai Tennis Championships,2007-02-27,International Gold,Outdoor,Hard,1st Round,3,Vliegen K.,Djokovic N.,Djokovic N.,49,14,720,1665,3.5,1.25,6-4 4-6 3-6   
Dubai Tennis Championships,2007-02-27,International Gold,Outdoor,Hard,1st Round,3,Nadal R.,Baghdatis M.,Nadal R.,2,17,4705,1465,1.36,2.87,3-6 6-2 6-3   
Dubai Tennis Championships,2007-02-28,International Gold,Outdoor,Hard,2nd Round,3,Schuettler R.,Djokovic N.,Djokovic N.,98,14,443,1665,7.0,1.08,6-7 3-6    
Dubai Tennis Championships,2007-02-28,International Gold,Outdoor,Hard,2nd Round,3,Federer R.,Bracciali D.,Federer R.,1,88,8120,475,1.0,17.0,7-5 6-3    
Dubai Tennis Championships,2007-02-28,International Gold,Outdoor,Hard,2nd Round,3,Andreev I.,Nadal R.,Nadal R.,139,2,320,4705,6.5,1.1,2-6 6-3 6-7   
Dubai Tennis Championships,2007-03-01,International Gold,Outdoor,Hard,Quarterfinals,3,Federer R.,Djokovic N.,Federer R.,1,14,8120,1665,1.04,9.0,6-3 6-7 6-3   
Dubai Tennis Championships,2007-03-01,International Gold,Outdoor,Hard,Quarterfinals,3,Nadal R.,Youzhny M.,Youzhny M.,2,18,4705,1440,1.5,2.5,6-7 3-6    
Dubai Tennis Championships,2007-03-02,International Gold,Outdoor,Hard,Semifinals,3,Federer R.,Haas T.,Federer R.,1,9,8120,2020,1.12,5.5,6-4 7-5    
Dubai Tennis Championships,2007-03-03,International Gold,Outdoor,Hard,The Final,3,Youzhny M.,Federer R.,Federer R.,18,1,1440,8120,7.5,1.07,4-6 3-6    
Pacific Life Open,2007-03-10,Masters,Outdoor,Hard,2nd Round,3,Nadal R.,Clement A.,Nadal R.,2,53,4480,690,1.12,5.5,6-3 7-6    
Pacific Life Open,2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Federer R.,Canas G.,Canas G.,1,60,8210,614,1.01,15.0,5-7 2-6    
Pacific Life Open,2007-03-12,Masters,Outdoor,Hard,2nd Round,3,Djokovic N.,Ginepri R.,Djokovic N.,13,43,1715,765,1.3,3.39,6-4 6-4    
Pacific Life Open,2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Korolev E.,Djokovic N.,Djokovic N.,71,13,511,1715,3.75,1.25,2-6 1-6    
Pacific Life Open,2007-03-13,Masters,Outdoor,Hard,3rd Round,3,Nadal R.,Verdasco F.,Nadal R.,2,33,4480,925,1.11,6.0,6-4 6-4    
Pacific Life Open,2007-03-13,Masters,Outdoor,Hard,4th Round,3,Ferrero J.C.,Nadal R.,Nadal R.,23,2,1190,4480,5.0,1.14,1-6 1-6    
Pacific Life Open,2007-03-14,Masters,Outdoor,Hard,4th Round,3,Djokovic N.,Benneteau J.,Djokovic N.,13,46,1715,757,1.22,4.0,6-3 6-1    
Pacific Life Open,2007-03-15,Masters,Outdoor,Hard,Quarterfinals,3,Chela J.I.,Nadal R.,Nadal R.,31,2,955,4480,6.5,1.11,5-7 5-7    
Pacific Life Open,2007-03-16,Masters,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Ferrer D.,Djokovic N.,13,15,1715,1645,1.44,2.75,6-3 6-4    
Pacific Life Open,2007-03-17,Masters,Outdoor,Hard,Semifinals,3,Roddick A.,Nadal R.,Nadal R.,3,2,2830,4480,1.9,1.9,4-6 3-6    
Pacific Life Open,2007-03-18,Masters,Outdoor,Hard,Semifinals,3,Djokovic N.,Murray A.,Djokovic N.,13,14,1715,1700,1.72,2.1,6-2 6-3    
Pacific Life Open,2007-03-18,Masters,Outdoor,Hard,The Final,5,Djokovic N.,Nadal R.,Nadal R.,13,2,1715,4480,3.2,1.36,2-6 5-7    
Sony Ericsson Open,2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Djokovic N.,Bracciali D.,Djokovic N.,10,82,2060,485,1.11,6.0,7-6 6-4    
Sony Ericsson Open,2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Mello R.,Nadal R.,Nadal R.,127,2,348,4755,13.0,1.01,6-7 2-6    
Sony Ericsson Open,2007-03-25,Masters,Outdoor,Hard,2nd Round,3,Federer R.,Querrey S.,Federer R.,1,69,7715,537,1.01,13.0,6-4 6-3    
Sony Ericsson Open,2007-03-25,Masters,Outdoor,Hard,3rd Round,3,Llodra M.,Djokovic N.,Djokovic N.,76,10,514,2060,6.0,1.11,4-6 1-6    
Sony Ericsson Open,2007-03-26,Masters,Outdoor,Hard,3rd Round,3,Federer R.,Almagro N.,Federer R.,1,34,7715,920,1.01,15.0,7-5 6-3    
Sony Ericsson Open,2007-03-27,Masters,Outdoor,Hard,4th Round,3,Federer R.,Canas G.,Canas G.,1,55,7715,652,1.04,9.0,6-7 6-2 6-7   
Sony Ericsson Open,2007-03-28,Masters,Outdoor,Hard,4th Round,3,Djokovic N.,Lopez F.,Djokovic N.,10,84,2060,481,1.14,5.0,6-0 6-3    
Sony Ericsson Open,2007-03-28,Masters,Outdoor,Hard,4th Round,3,Del Potro J.M.,Nadal R.,Nadal R.,63,2,576,4755,7.0,1.08,0-6 4-6    
Sony Ericsson Open,2007-03-29,Masters,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Nadal R.,Djokovic N.,10,2,2060,4755,4.0,1.25,6-3 6-4    
Sony Ericsson Open,2007-03-30,Masters,Outdoor,Hard,Semifinals,3,Murray A.,Djokovic N.,Djokovic N.,12,10,1905,2060,2.25,1.61,1-6 0-6    
Sony Ericsson Open,2007-04-01,Masters,Outdoor,Hard,The Final,5,Djokovic N.,Canas G.,Djokovic N.,10,55,2060,652,1.61,2.25,6-3 6-2 6-4   
Monte Carlo Masters,2007-04-17,Masters,Outdoor,Clay,2nd Round,3,Seppi A.,Federer R.,Federer R.,101,1,436,7290,15.0,1.01,6-7 6-7    
Monte Carlo Masters,2007-04-18,Masters,Outdoor,Clay,2nd Round,3,Djokovic N.,Gaudio G.,Djokovic N.,7,45,2540,740,1.19,4.33,6-1 3-6 6-1   
Monte Carlo Masters,2007-04-18,Masters,Outdoor,Clay,2nd Round,3,Chela J.I.,Nadal R.,Nadal R.,22,2,1125,4875,7.5,1.07,3-6 1-6    
Monte Carlo Masters,2007-04-19,Masters,Outdoor,Clay,3rd Round,3,Ferrer D.,Djokovic N.,Ferrer D.,16,7,1615,2540,2.5,1.5,7-5 6-4    
Monte Carlo Masters,2007-04-19,Masters,Outdoor,Clay,3rd Round,3,Lee H.T.,Federer R.,Federer R.,49,1,720,7290,13.0,1.01,4-6 3-6    
Monte Carlo Masters,2007-04-19,Masters,Outdoor,Clay,3rd Round,3,Nadal R.,Vliegen K.,Nadal R.,2,52,4875,675,1.02,12.0,6-1 6-1    
Monte Carlo Masters,2007-04-20,Masters,Outdoor,Clay,Quarterfinals,3,Ferrer D.,Federer R.,Federer R.,16,1,1615,7290,5.0,1.16,4-6 0-6    
Monte Carlo Masters,2007-04-20,Masters,Outdoor,Clay,Quarterfinals,3,Nadal R.,Kohlschreiber P.,Nadal R.,2,59,4875,615,1.01,17.0,6-2 6-3    
Monte Carlo Masters,2007-04-21,Masters,Outdoor,Clay,Semifinals,3,Ferrero J.C.,Federer R.,Federer R.,21,1,1230,7290,8.0,1.07,3-6 4-6    
Monte Carlo Masters,2007-04-21,Masters,Outdoor,Clay,Semifinals,3,Nadal R.,Berdych T.,Nadal R.,2,14,4875,1715,1.07,8.0,6-0 7-5    
Monte Carlo Masters,2007-04-22,Masters,Outdoor,Clay,The Final,3,Federer R.,Nadal R.,Nadal R.,1,2,7290,4875,2.5,1.53,4-6 4-6    
Open Seat Godo,2007-04-25,International Gold,Outdoor,Clay,2nd Round,3,Nadal R.,Vliegen K.,Nadal R.,2,53,4875,675,1.01,15.0,6-1 6-2    
Open Seat Godo,2007-04-26,International Gold,Outdoor,Clay,3rd Round,3,Johansson T.,Nadal R.,Nadal R.,73,2,534,4875,15.0,1.01,1-6 4-6    
Open Seat Godo,2007-04-27,International Gold,Outdoor,Clay,Quarterfinals,3,Nadal R.,Starace P.,Nadal R.,2,72,4875,539,1.01,15.0,6-2 7-5    
Open Seat Godo,2007-04-28,International Gold,Outdoor,Clay,Semifinals,3,Ferrer D.,Nadal R.,Nadal R.,16,2,1615,4875,10.0,1.04,5-7 1-6    
Open Seat Godo,2007-04-29,International Gold,Outdoor,Clay,The Final,5,Nadal R.,Canas G.,Nadal R.,2,28,4875,1007,1.07,8.0,6-3 6-4    
Estoril Open,2007-04-30,International,Outdoor,Clay,1st Round,3,Andreev I.,Djokovic N.,Djokovic N.,177,5,230,2595,3.39,1.3,2-6 6-4 6-7   
Estoril Open,2007-05-02,International,Outdoor,Clay,2nd Round,3,Djokovic N.,Ventura S.,Djokovic N.,5,232,2595,164,1.08,7.0,6-2 6-2    
Estoril Open,2007-05-04,International,Outdoor,Clay,Quarterfinals,3,Garcia-Lopez G.,Djokovic N.,Djokovic N.,62,5,609,2595,5.0,1.14,4-6 6-1 5-7   
Estoril Open,2007-05-05,International,Outdoor,Clay,Semifinals,3,Djokovic N.,Robredo T.,Djokovic N.,5,7,2595,2445,1.72,2.0,7-5 6-1    
Estoril Open,2007-05-06,International,Outdoor,Clay,The Final,3,Gasquet R.,Djokovic N.,Djokovic N.,15,5,1745,2595,2.2,1.66,6-7 6-0 1-6   
Internazionali BNL d'Italia,2007-05-08,Masters,Outdoor,Clay,2nd Round,3,Federer R.,Almagro N.,Federer R.,1,40,7290,805,1.07,7.5,6-3 6-4    
Internazionali BNL d'Italia,2007-05-09,Masters,Outdoor,Clay,2nd Round,3,Soderling R.,Djokovic N.,Djokovic N.,27,5,1053,2720,3.5,1.28,6-3 4-6 3-6   
Internazionali BNL d'Italia,2007-05-09,Masters,Outdoor,Clay,2nd Round,3,Nadal R.,Bracciali D.,Nadal R.,2,125,4875,342,1.01,15.0,6-4 6-2    
Internazionali BNL d'Italia,2007-05-10,Masters,Outdoor,Clay,3rd Round,3,Federer R.,Volandri F.,Volandri F.,1,53,7290,682,1.02,12.0,2-6 4-6    
Internazionali BNL d'Italia,2007-05-10,Masters,Outdoor,Clay,3rd Round,3,Djokovic N.,Baghdatis M.,Djokovic N.,5,18,2720,1335,1.28,3.5,6-2 7-5    
Internazionali BNL d'Italia,2007-05-10,Masters,Outdoor,Clay,3rd Round,3,Youzhny M.,Nadal R.,Nadal R.,16,2,1645,4875,8.0,1.06,2-6 2-6    
Internazionali BNL d'Italia,2007-05-11,Masters,Outdoor,Clay,Quarterfinals,3,Nadal R.,Djokovic N.,Nadal R.,2,5,4875,2720,1.07,8.0,6-2 6-3    
Internazionali BNL d'Italia,2007-05-12,Masters,Outdoor,Clay,Semifinals,3,Davydenko N.,Nadal R.,Nadal R.,4,2,2805,4875,11.0,1.04,6-7 7-6 4-6   
Internazionali BNL d'Italia,2007-05-13,Masters,Outdoor,Clay,The Final,3,Nadal R.,Gonzalez F.,Nadal R.,2,6,4875,2535,1.16,5.0,6-2 6-2    
Hamburg TMS,2007-05-16,Masters,Outdoor,Clay,2nd Round,3,Monaco J.,Federer R.,Federer R.,48,1,730,7015,9.0,1.05,3-6 6-2 4-6   
Hamburg TMS,2007-05-16,Masters,Outdoor,Clay,2nd Round,3,Nadal R.,Hernandez O.,Nadal R.,2,69,4875,556,1.01,15.0,7-5 6-1    
Hamburg TMS,2007-05-17,Masters,Outdoor,Clay,2nd Round,3,Benneteau J.,Djokovic N.,Djokovic N.,38,6,822,2735,7.5,1.07,6-7 3-6    
Hamburg TMS,2007-05-17,Masters,Outdoor,Clay,3rd Round,3,Nadal R.,Andreev I.,Nadal R.,2,164,4875,265,1.05,9.0,6-4 6-1    
Hamburg TMS,2007-05-17,Masters,Outdoor,Clay,3rd Round,3,Ferrero J.C.,Federer R.,Federer R.,19,1,1355,7015,4.5,1.16,2-6 3-6    
Hamburg TMS,2007-05-17,Masters,Outdoor,Clay,3rd Round,3,Djokovic N.,Nieminen J.,Djokovic N.,6,23,2735,1170,1.2,4.33,7-5 4-6 6-4   
Hamburg TMS,2007-05-18,Masters,Outdoor,Clay,Quarterfinals,3,Ferrer D.,Federer R.,Federer R.,14,1,1725,7015,7.0,1.1,3-6 6-4 3-6   
Hamburg TMS,2007-05-18,Masters,Outdoor,Clay,Quarterfinals,3,Moya C.,Djokovic N.,Moya C.,36,6,860,2735,3.4,1.33,7-6 4-6 7-5   
Hamburg TMS,2007-05-18,Masters,Outdoor,Clay,Quarterfinals,3,Gonzalez F.,Nadal R.,Nadal R.,5,2,2760,4875,8.5,1.06,4-6 4-6    
Hamburg TMS,2007-05-19,Masters,Outdoor,Clay,Semifinals,3,Federer R.,Moya C.,Federer R.,1,36,7015,860,1.06,8.5,4-6 6-4 6-2   
Hamburg TMS,2007-05-19,Masters,Outdoor,Clay,Semifinals,3,Hewitt L.,Nadal R.,Nadal R.,22,2,1240,4875,8.5,1.06,6-2 3-6 5-7   
Hamburg TMS,2007-05-20,Masters,Outdoor,Clay,The Final,3,Federer R.,Nadal R.,Federer R.,1,2,7015,4875,3.4,1.33,2-6 6-2 6-0   
French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Russell M.,Federer R.,Federer R.,68,1,557,7515,17.0,1.0,4-6 2-6 4-6   
French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Del Potro J.M.,Nadal R.,2,59,5225,608,1.01,15.0,7-5 6-3 6-2   
French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Giraldo S.,Djokovic N.,Djokovic N.,123,6,341,2810,11.0,1.03,3-6 6-7 4-6   
French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Ascione T.,Federer R.,1,168,7515,257,1.0,17.0,6-1 6-2 7-6   
French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Recouderc L.,Djokovic N.,Djokovic N.,306,6,115,2810,13.0,1.01,3-6 6-3 3-6 1-6  
French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Cipolla F.,Nadal R.,2,227,5225,171,1.0,34.0,6-2 6-1 6-4   
French Open,2007-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Starace P.,Federer R.,Federer R.,57,1,619,7515,13.0,1.01,2-6 3-6 0-6   
French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Patience O.,Djokovic N.,6,129,2810,337,1.05,9.0,7-6 2-6 3-6 7-6 6-3 
French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Montanes A.,Nadal R.,Nadal R.,50,2,715,5225,17.0,1.0,1-6 3-6 2-6   
French Open,2007-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Youzhny M.,Federer R.,1,15,7515,1685,1.03,11.0,7-6 6-4 6-4   
French Open,2007-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Verdasco F.,Djokovic N.,Djokovic N.,51,6,695,2810,3.0,1.36,3-6 3-6 6-7   
French Open,2007-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Hewitt L.,Nadal R.,2,16,5225,1540,1.06,8.5,6-3 6-1 7-6   
French Open,2007-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,5,Robredo T.,Federer R.,Federer R.,9,1,2100,7515,11.0,1.04,5-7 6-1 1-6 2-6  
French Open,2007-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Andreev I.,Djokovic N.,6,125,2810,340,1.53,2.5,6-3 6-3 6-3   
French Open,2007-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Moya C.,Nadal R.,Nadal R.,26,2,1080,5225,12.0,1.03,4-6 3-6 0-6   
French Open,2007-06-08,Grand Slam,Outdoor,Clay,Semifinals,5,Federer R.,Davydenko N.,Federer R.,1,4,7515,2840,1.11,6.5,7-5 7-6 7-6   
French Open,2007-06-08,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Nadal R.,Nadal R.,6,2,2810,5225,8.5,1.06,5-7 4-6 2-6   
French Open,2007-06-10,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Federer R.,Nadal R.,2,1,5225,7515,1.44,2.87,6-3 4-6 6-3 6-4  
Stella Artois,2007-06-13,International,Outdoor,Grass,2nd Round,3,Kendrick R.,Djokovic N.,Djokovic N.,86,4,481,3010,6.5,1.1,6-3 3-6 2-6   
Stella Artois,2007-06-13,International,Outdoor,Grass,2nd Round,3,Nadal R.,Del Potro J.M.,Nadal R.,2,59,5225,593,1.25,3.75,6-4 6-4    
Stella Artois,2007-06-15,International,Outdoor,Grass,3rd Round,3,Djokovic N.,Clement A.,Clement A.,4,43,3010,745,1.14,5.0,6-2 3-6 4-6   
Stella Artois,2007-06-15,International,Outdoor,Grass,3rd Round,3,Nadal R.,Mirnyi M.,Nadal R.,2,58,5225,605,1.14,5.0,7-6 6-3    
Stella Artois,2007-06-15,International,Outdoor,Grass,Quarterfinals,3,Nadal R.,Mahut N.,Mahut N.,2,106,5225,390,1.08,7.0,5-7 6-7    
Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Gabashvili T.,Federer R.,1,86,7290,486,1.0,17.0,6-3 6-2 6-4   
Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Fish M.,Nadal R.,Nadal R.,38,2,840,5225,7.5,1.07,3-6 6-7 3-6   
Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Starace P.,Djokovic N.,5,47,3010,716,1.03,11.0,6-0 6-3 6-4   
Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Del Potro J.M.,Federer R.,Federer R.,56,1,619,7290,13.0,1.01,2-6 5-7 1-6   
Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Delic A.,Djokovic N.,5,67,3010,560,1.04,9.0,6-3 3-6 6-3 7-6  
Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Eschauer W.,Nadal R.,Nadal R.,72,2,543,5225,17.0,1.0,2-6 4-6 1-6   
Wimbledon,2007-06-29,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Safin M.,Federer R.,1,24,7290,1125,1.02,12.0,6-1 6-4 7-6   
Wimbledon,2007-07-04,Grand Slam,Outdoor,Grass,3rd Round,5,Kiefer N.,Djokovic N.,Djokovic N.,1065,5,6,3010,4.5,1.16,6-7 7-6 2-6 6-7  
Wimbledon,2007-07-04,Grand Slam,Outdoor,Grass,3rd Round,3,Nadal R.,Soderling R.,Nadal R.,2,28,5225,965,1.11,6.0,6-4 6-4 6-7 4-6 7-5 
Wimbledon,2007-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Hewitt L.,Djokovic N.,Djokovic N.,19,5,1330,3010,1.72,2.1,6-7 6-7 6-4 6-7  
Wimbledon,2007-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Youzhny M.,Nadal R.,2,13,5225,1800,1.36,3.2,4-6 3-6 6-1 6-2 6-2 
Wimbledon,2007-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Berdych T.,Nadal R.,Nadal R.,11,2,1945,5225,2.25,1.61,6-7 4-6 2-6   
Wimbledon,2007-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Baghdatis M.,Djokovic N.,5,16,3010,1570,1.57,2.37,7-6 7-6 6-7 4-6 7-5 
Wimbledon,2007-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Ferrero J.C.,Federer R.,Federer R.,18,1,1330,7290,17.0,1.01,6-7 6-3 1-6 3-6  
Wimbledon,2007-07-07,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Gasquet R.,Federer R.,1,14,7290,1775,1.08,7.5,7-5 6-3 6-4   
Wimbledon,2007-07-07,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Nadal R.,Nadal R.,5,2,3010,5225,4.0,1.25,6-3 1-6 1-4   
Wimbledon,2007-07-08,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Nadal R.,Federer R.,1,2,7290,5225,1.14,5.5,7-6 4-6 7-6 2-6 6-2 
Mercedes Cup,2007-07-17,International,Outdoor,Clay,1st Round,3,Waske A.,Nadal R.,Nadal R.,135,2,317,5225,15.0,1.01,1-6 1-6    
Mercedes Cup,2007-07-19,International,Outdoor,Clay,2nd Round,3,Nadal R.,Kohlschreiber P.,Nadal R.,2,37,5225,820,1.01,13.0,6-3 6-3    
Mercedes Cup,2007-07-20,International,Outdoor,Clay,Quarterfinals,3,Monaco J.,Nadal R.,Nadal R.,29,2,945,5225,12.0,1.02,1-6 3-6    
Mercedes Cup,2007-07-21,International,Outdoor,Clay,Semifinals,3,Nadal R.,Lopez F.,Nadal R.,2,84,5225,481,1.03,11.0,6-1 7-5    
Mercedes Cup,2007-07-22,International,Outdoor,Clay,The Final,3,Wawrinka S.,Nadal R.,Nadal R.,50,2,690,5225,13.0,1.02,4-6 5-7    
Croatia Open,2007-07-23,International,Outdoor,Clay,1st Round,3,Djokovic N.,Andujar P.,Djokovic N.,3,182,3245,223,1.03,11.0,6-1 6-3    
Croatia Open,2007-07-25,International,Outdoor,Clay,2nd Round,3,Djokovic N.,Troicki V.,Troicki V.,3,176,3245,230,1.01,13.0,6-2 4-6 5-7   
